Player,Season,Placement,Team,BMI,region
kite,2022 spring,6.0,⁠⁠bro,,kr
ashart,2012 spring,4.0,⁠⁠op,,kr
machete,2022 summer,7.0,⁠⁠kdf.a,,kr
croco,2021 spring,8.0,⁠⁠lsb,19.413158,kr
croco,2021 summer,4.0,⁠⁠lsb,19.48159,kr
croco,2022 spring,9.0,⁠⁠lsb,19.629105,kr
croco,2022 summer,3.0,⁠⁠lsb,20.072533,kr
croco,2023 spring,9.0,⁠⁠drx,,kr
sherlock_(song_jun-hee),2022 summer,3.0,⁠⁠kdf.a,,kr
leon_(yeom_do-sun),2012 spring,12.5,⁠⁠litt,,kr
shy,2012 summer,1.0,⁠⁠azf,,kr
shy,2013 spring,4.0,⁠⁠cjf,,kr
shy,2013 summer,4.0,⁠⁠cjf,,kr
shy,2014 spring,6.5,⁠⁠cjf,,kr
shy,2014 summer,12.5,⁠⁠cjf,21.970165,kr
shy,2015 spring,3.0,⁠⁠cj,20.20632,kr
shy,2015 summer,3.0,⁠⁠cj,,kr
shy,2016 summer,10.0,⁠⁠cj,21.666977,kr
shy,2017 spring,6.0,⁠⁠rox,22.430874,kr
shy,2017 summer,7.0,⁠⁠rox,24.053417,kr
ryu,2012 spring,12.5,⁠⁠st,,kr
ryu,2012 summer,6.5,⁠⁠st,,kr
ryu,2013 spring,6.5,⁠⁠kt b,,kr
ryu,2013 summer,2.0,⁠⁠kt.b,,kr
ryu,2014 spring,6.5,⁠⁠kt.b,25.107374,kr
ryu,2014 summer,12.5,⁠⁠kt.b,25.107374,kr
ryu,2015 spring,3.0,⁠⁠h2k,25.107374,kr
ryu,2015 summer,3.0,⁠⁠h2k,25.107374,kr
ryu,2016 spring,4.0,⁠⁠h2k,21.966854,kr
ryu,2016 summer,3.0,⁠⁠h2k,21.966854,kr
ryu,2017 spring,3.0,⁠⁠p1,24.382706,kr
ryu,2017 summer,10.0,⁠⁠p1,23.488914,kr
ryu,2018 spring,2.0,⁠⁠100,25.090384,kr
ryu,2018 summer,4.0,⁠⁠100,23.953548,kr
ryu,2019 summer,8.0,⁠⁠100,23.953548,kr
ryu,2023 spring,6.0,⁠⁠lsb,,kr
nymp,2012 spring,12.5,⁠⁠th,,kr
mima,2013 summer,6.5,⁠⁠ctu,,kr
elf,2012 summer,12.5,⁠⁠romg,,kr
ten10,2022 spring,9.0,⁠⁠lsb,,kr
apple,2013 summer,12.5,⁠⁠mig.b,,kr
apple,2014 spring,12.5,⁠⁠im2,,kr
apple,2015 summer,9.0,⁠⁠im,26.39935,kr
midnexus,2014 spring,12.5,⁠⁠fio,,kr
saint_(kang_sung-in),2022 summer,2.0,⁠⁠dk y,,kr
senaim,2012 summer,12.5,⁠⁠gjr,,kr
poby,2021 summer,4.0,⁠⁠t1.r,,kr
poby,2022 summer,6.0,⁠⁠t1.r,,kr
poby,2023 summer,8.0,⁠⁠t1.a,,kr
toland,2020 summer,3.0,⁠⁠lsb.a,,kr
natz,2017 summer,6.0,⁠⁠dan,20.106998,kr
wind_(oh_myeong-jin),2020 spring,10.0,⁠⁠clg,20.964779,kr
listo,2022 spring,6.0,⁠⁠bro,,kr
crazy_(kim_jae-hee),2016 summer,9.0,⁠⁠esc,,kr
crazy_(kim_jae-hee),2017 spring,8.0,⁠⁠bbq,20.081701,kr
crazy_(kim_jae-hee),2017 summer,9.0,⁠⁠bbq,,kr
crazy_(kim_jae-hee),2018 spring,8.0,⁠⁠bbq,20.212008,kr
crazy_(kim_jae-hee),2018 summer,10.0,⁠⁠bbq,,kr
crazy_(kim_jae-hee),2020 spring,13.0,⁠⁠rw,20.593536,kr
crazy_(kim_jae-hee),2020 summer,15.0,⁠⁠rw,21.52964,kr
jinoo,2016 summer,5.0,⁠⁠lgd,,kr
jinoo,2017 spring,6.0,⁠⁠lgd,22.009613,kr
jinoo,2017 summer,6.0,⁠⁠lgd,22.274181,kr
jinoo,2018 spring,6.0,⁠⁠lgd,20.379807,kr
jinoo,2018 summer,5.0,⁠⁠lgd,20.728771,kr
jinoo,2019 spring,13.0,⁠⁠v5,21.765968,kr
jinoo,2019 summer,5.0,⁠⁠edg,22.070854,kr
jinoo,2020 spring,6.0,⁠⁠edg,20.02583,kr
sensation,2021 summer,3.0,⁠⁠hle.a,,kr
lucile,2021 summer,6.0,⁠⁠spg,,kr
zeka_(kim_geon-woo),2020 spring,9.0,⁠⁠vg,23.108438,kr
zeka_(kim_geon-woo),2020 summer,11.0,⁠⁠vg,21.891209,kr
zeka_(kim_geon-woo),2021 spring,11.0,⁠⁠blg,19.928173,kr
zeka_(kim_geon-woo),2021 summer,7.5,⁠⁠blg,,kr
zeka_(kim_geon-woo),2022 spring,5.0,⁠⁠drx,21.714565,kr
zeka_(kim_geon-woo),2022 summer,2.0,⁠⁠drx,21.20964,kr
zeka_(kim_geon-woo),2023 spring,4.0,⁠⁠hle,,kr
ninja,2014 spring,12.5,⁠⁠po,,kr
ninja,2014 summer,5.0,⁠⁠we,,kr
ninja,2015 spring,8.0,⁠⁠we,21.893394,kr
ninja,2015 summer,10.0,⁠⁠tdk,21.039478,kr
ninja,2016 spring,8.0,⁠⁠ren,20.522923,kr
ninja,2016 summer,3.0,⁠⁠nv,,kr
ninja,2017 spring,10.0,⁠⁠nv,22.1249,kr
xero,2012 summer,6.5,⁠⁠st,19.79444,kr
xero,2016 spring,6.0,⁠⁠hyg,20.454273,kr
xero,2017 spring,6.0,⁠⁠rox,,kr
xero,2017 summer,7.0,⁠⁠rox,20.650826,kr
xero,2018 spring,8.0,⁠⁠bbq,,kr
xero,2018 summer,10.0,⁠⁠bbq,,kr
ruby_(lee_sol-min),2020 spring,13.0,⁠⁠rw,21.040237,kr
ruby_(lee_sol-min),2020 summer,15.0,⁠⁠rw,21.892729,kr
ruby_(lee_sol-min),2023 spring,9.0,⁠⁠th,23.205517,kr
nk_adonis,2012 spring,12.5,⁠⁠ss,,kr
part,2016 summer,9.0,⁠⁠esc,,kr
part,2017 spring,8.0,⁠⁠bbq,,kr
kuzan,2015 summer,6.0,⁠⁠jag,20.495295,kr
kuzan,2016 spring,4.0,⁠⁠jag,20.454876,kr
kuzan,2016 summer,4.0,⁠⁠jag,20.019257,kr
kuzan,2017 spring,9.0,⁠⁠jag,21.497711,kr
kuzan,2017 summer,6.0,⁠⁠jag,,kr
kuzan,2018 spring,6.0,⁠⁠rox,19.39714,kr
kuzan,2018 summer,6.0,⁠⁠hle,20.652681,kr
kuzan,2019 summer,6.0,⁠⁠gen,20.512938,kr
kuzan,2020 summer,8.0,⁠⁠dyn,20.167595,kr
tilly,2012 spring,12.5,⁠⁠th,,kr
moojin,2019 spring,6.0,⁠⁠hle,20.461014,kr
moojin,2019 summer,9.0,⁠⁠hle,22.11207,kr
fascinate,2012 spring,12.5,⁠⁠neb,,kr
clozer,2020 summer,5.0,⁠⁠t1,21.86497,kr
clozer,2021 spring,4.0,⁠⁠t1,22.231256,kr
clozer,2022 spring,9.0,⁠⁠lsb,24.032635,kr
clozer,2022 summer,3.0,⁠⁠lsb,23.490524,kr
clozer,2023 spring,6.0,⁠⁠lsb,,kr
moment,2019 spring,10.0,⁠⁠jag,,kr
moment,2019 summer,10.0,⁠⁠jag,,kr
moment,2021 summer,1.0,⁠⁠t1,,kr
moment,2022 spring,1.0,⁠⁠t1,23.582487,kr
moment,2022 summer,2.0,⁠⁠t1,,kr
lava,2017 summer,7.0,⁠⁠rox,,kr
lava,2018 spring,6.0,⁠⁠rox,21.751347,kr
lava,2018 summer,6.0,⁠⁠hle,20.596256,kr
lava,2019 spring,6.0,⁠⁠hle,,kr
lava,2019 summer,9.0,⁠⁠hle,20.697874,kr
lava,2020 spring,8.0,⁠⁠hle,21.07547,kr
lava,2020 summer,9.0,⁠⁠hle,20.546335,kr
lava,2021 spring,10.0,⁠⁠bro,21.594412,kr
lava,2021 summer,9.0,⁠⁠bro,22.307888,kr
lava,2022 spring,6.0,⁠⁠bro,21.983204,kr
lava,2022 summer,9.0,⁠⁠bro,20.92025,kr
yoshi_(lee_ki-cheol),2012 summer,12.5,⁠⁠gjr,,kr
asper,2018 summer,6.0,⁠⁠hle,24.41631,kr
may_(kang_han-wool),2012 spring,3.0,⁠⁠xs,22.381258,kr
may_(kang_han-wool),2012 summer,6.5,⁠⁠xs,,kr
hipo,2016 spring,10.0,⁠⁠kdm,19.782173,kr
gimgoon,2014 summer,12.5,⁠⁠kt.b,,kr
gimgoon,2016 spring,5.0,⁠⁠epa,24.141397,kr
gimgoon,2016 summer,7.5,⁠⁠gt,,kr
gimgoon,2017 spring,6.0,⁠⁠gt,21.708109,kr
gimgoon,2018 spring,5.0,⁠⁠fpx,22.660347,kr
gimgoon,2018 summer,7.5,⁠⁠fpx,21.25002,kr
gimgoon,2019 spring,3.0,⁠⁠fpx,21.546432,kr
gimgoon,2019 summer,1.0,⁠⁠fpx,20.98887,kr
gimgoon,2020 spring,3.0,⁠⁠fpx,20.326538,kr
gimgoon,2020 summer,4.0,⁠⁠fpx,,kr
cvmax,2015 summer,8.0,⁠⁠ranc,,kr
cvmax,2018 summer,3.0,⁠⁠grf,,kr
cvmax,2019 spring,2.0,⁠⁠grf,21.202225,kr
cvmax,2019 summer,2.0,⁠⁠grf,,kr
cvmax,2020 spring,3.0,⁠⁠drx,20.718178,kr
cvmax,2020 summer,2.0,⁠⁠drx,20.679457,kr
cvmax,2021 summer,10.0,⁠⁠drx,20.168724,kr
cvmax,2023 spring,7.0,⁠⁠kdf,22.738617,kr
diable,2022 summer,7.0,⁠⁠lsb.a,,kr
ben,2016 summer,4.0,⁠⁠ig,,kr
ben,2017 spring,1.0,⁠⁠we,19.764854,kr
ben,2017 summer,1.0,⁠⁠we,19.448568,kr
ben,2018 spring,4.0,⁠⁠we,19.774942,kr
ben,2018 summer,6.0,⁠⁠we,19.685957,kr
ben,2019 spring,4.0,⁠⁠top,20.128653,kr
ben,2019 summer,3.0,⁠⁠tes,19.702625,kr
ben,2020 spring,6.0,⁠⁠af,19.980991,kr
ben,2020 summer,3.0,⁠⁠af,19.329771,kr
hirai,2015 spring,7.0,⁠⁠im,,kr
hirai,2015 summer,9.0,⁠⁠im,,kr
hirai,2016 spring,7.0,⁠⁠lz,,kr
hirai,2016 summer,8.0,⁠⁠lz,,kr
hirai,2017 spring,7.0,⁠⁠lz,,kr
hirai,2018 spring,1.0,⁠⁠kz,18.962984,kr
hirai,2018 summer,2.0,⁠⁠kz,,kr
hirai,2019 spring,3.0,⁠⁠kz,,kr
hirai,2019 summer,2.0,⁠⁠kz,,kr
hirai,2020 spring,5.0,⁠⁠kt,,kr
hirai,2020 summer,4.0,⁠⁠kt,,kr
hirai,2021 spring,7.0,⁠⁠kt,19.41318,kr
hirai,2021 summer,7.0,⁠⁠kt,,kr
hirai,2022 spring,7.0,⁠⁠kt,,kr
hirai,2022 summer,5.0,⁠⁠kt,,kr
hirai,2023 spring,3.0,⁠⁠kt,,kr
mad_(park_sang-duk),2012 spring,12.5,⁠⁠xd,,kr
hermes_(kim_kang-hwan),2012 summer,12.5,⁠⁠mvp.b,,kr
hermes_(kim_kang-hwan),2013 spring,4.0,⁠⁠cjf,,kr
hermes_(kim_kang-hwan),2013 summer,6.5,⁠⁠cjb,,kr
vitamin,2012 spring,12.5,⁠⁠st,,kr
vitamin,2013 spring,10.5,⁠⁠kt a,,kr
vitamin,2016 spring,6.0,⁠⁠m3,,kr
vitamin,2016 summer,7.5,⁠⁠gt,,kr
vitamin,2017 spring,6.0,⁠⁠gt,,kr
dade,2013 spring,1.0,⁠⁠mvp.o,,kr
dade,2013 summer,3.0,⁠⁠mvp.o,,kr
dade,2014 spring,1.0,⁠⁠ssb,,kr
dade,2014 summer,2.0,⁠⁠ssb,,kr
dade,2015 spring,10.5,⁠⁠m3,,kr
dade,2015 summer,8.0,⁠⁠m3,19.973354,kr
dade,2016 summer,5.0,⁠⁠nb,22.29855,kr
bird,2012 summer,12.5,⁠⁠gjr,,kr
dosa,2021 summer,8.0,⁠⁠efs,,kr
hh_(lee_hyun-ho),2021 summer,6.0,⁠⁠sfou,,kr
hh_(lee_hyun-ho),2022 summer,3.5,⁠⁠ns.a,,kr
통행자,2020 summer,6.0,⁠⁠drx.a,,kr
ikssu,2015 summer,8.0,⁠⁠ranc,21.261497,kr
ikssu,2016 spring,5.0,⁠⁠af,,kr
ikssu,2016 summer,3.0,⁠⁠af,,kr
ikssu,2017 spring,9.0,⁠⁠jag,,kr
ikssu,2017 summer,6.0,⁠⁠jag,,kr
ikssu,2020 spring,7.0,⁠⁠apk,21.613531,kr
ikssu,2020 summer,10.0,⁠⁠sp,22.57907,kr
calix_(syun_hyun-bin),2022 summer,3.5,⁠⁠ns.a,,kr
stage,2021 summer,8.0,⁠⁠wns,,kr
ruler,2016 summer,1.0,⁠⁠ssg,,kr
ruler,2017 spring,3.0,⁠⁠ssg,,kr
ruler,2017 summer,1.0,⁠⁠ssg,,kr
ruler,2018 spring,5.0,⁠⁠ksv,,kr
ruler,2018 summer,1.0,⁠⁠gen,19.667793,kr
ruler,2019 spring,7.0,⁠⁠gen,19.983639,kr
ruler,2019 summer,6.0,⁠⁠gen,20.336422,kr
ruler,2020 spring,2.0,⁠⁠gen,20.392076,kr
ruler,2020 summer,1.0,⁠⁠gen,20.154713,kr
ruler,2021 spring,2.0,⁠⁠gen,20.9552,kr
ruler,2021 summer,3.0,⁠⁠gen,20.176876,kr
ruler,2022 spring,2.0,⁠⁠gen,20.36325,kr
ruler,2022 summer,1.0,⁠⁠gen,19.587727,kr
ruler,2023 spring,1.0,⁠⁠jdg,21.357864,kr
hoon_(kim_nam-hoon),2012 spring,6.5,⁠⁠njf,23.114834,kr
hoon_(kim_nam-hoon),2012 summer,12.5,⁠⁠nj shd,23.114834,kr
hoon_(kim_nam-hoon),2013 spring,10.5,⁠⁠ahq.kr,,kr
hoon_(kim_nam-hoon),2013 summer,12.5,⁠⁠jag.s,,kr
hoon_(kim_nam-hoon),2015 spring,6.5,⁠⁠we,,kr
hoon_(kim_nam-hoon),2015 summer,10.5,⁠⁠we,,kr
hoon_(kim_nam-hoon),2016 spring,3.0,⁠⁠we,,kr
hoon_(kim_nam-hoon),2016 summer,2.0,⁠⁠we,,kr
hoon_(kim_nam-hoon),2018 spring,7.0,⁠⁠vg,,kr
hoon_(kim_nam-hoon),2018 summer,7.0,⁠⁠vg,,kr
hoon_(kim_nam-hoon),2020 spring,13.0,⁠⁠rw,23.114834,kr
hoon_(kim_nam-hoon),2020 summer,15.0,⁠⁠rw,23.114834,kr
just_(park_dong-hyun),2023 summer,6.0,⁠⁠gen.a,,kr
firerain,2018 spring,7.0,⁠⁠vg,,kr
firerain,2018 summer,7.0,⁠⁠vg,20.615477,kr
piccaboo,2015 spring,2.0,⁠⁠skt,,kr
piccaboo,2015 summer,1.0,⁠⁠kt,,kr
lira,2015 summer,8.0,⁠⁠ranc,21.240282,kr
lira,2016 spring,5.0,⁠⁠af,,kr
lira,2016 summer,3.0,⁠⁠af,20.32674,kr
lira,2017 spring,10.0,⁠⁠nv,20.655313,kr
lira,2017 summer,5.5,⁠⁠nv,,kr
lira,2018 spring,4.0,⁠⁠cg,21.327232,kr
lira,2018 summer,4.0,⁠⁠cg,22.034328,kr
lira,2019 spring,9.0,⁠⁠cg,20.81216,kr
lira,2019 summer,1.0,⁠⁠cg,,kr
lira,2021 spring,9.0,⁠⁠af,20.166483,kr
cad,2020 summer,9.0,⁠⁠hle,20.240929,kr
ellim,2020 spring,2.0,⁠⁠t1,20.189938,kr
ellim,2020 summer,2.0,⁠⁠t1,20.632435,kr
ellim,2021 spring,4.0,⁠⁠t1,22.001125,kr
ellim,2022 spring,4.0,⁠⁠kdf,,kr
ellim,2022 summer,7.0,⁠⁠kdf,22.040134,kr
paduck,2022 summer,1.0,⁠⁠drx.a,,kr
quokka,2023 summer,8.0,⁠⁠t1.a,,kr
stitch,2016 spring,6.0,⁠⁠ssg,20.037563,kr
stitch,2016 summer,4.0,⁠⁠ssg,20.974554,kr
stitch,2017 spring,3.0,⁠⁠ssg,20.454308,kr
stitch,2017 summer,4.0,⁠⁠ssg,,kr
stitch,2019 spring,10.0,⁠⁠jag,,kr
seunghwan_(lee_seung-hwan),2023 summer,7.0,⁠⁠drx.a,,kr
whymanmc,2017 spring,10.0,⁠⁠kdm,,kr
whymanmc,2018 spring,10.0,⁠⁠kdm,,kr
iloveoov,2017 spring,5.0,⁠⁠af,,kr
iloveoov,2017 summer,3.0,⁠⁠af,,kr
iloveoov,2018 spring,2.0,⁠⁠af,,kr
rigby,2018 spring,10.0,⁠⁠kdm,,kr
rigby,2020 summer,3.0,⁠⁠af,,kr
rigby,2021 spring,9.0,⁠⁠af,19.714268,kr
rigby,2022 spring,1.0,⁠⁠eg,,kr
rigby,2022 summer,3.0,⁠⁠eg,,kr
spirit,2013 summer,12.5,⁠⁠mvp.b,,kr
spirit,2014 spring,1.0,⁠⁠ssb,,kr
spirit,2014 summer,2.0,⁠⁠ssb,,kr
spirit,2015 spring,6.5,⁠⁠we,21.16658,kr
spirit,2015 summer,10.5,⁠⁠we,20.38752,kr
spirit,2016 spring,3.0,⁠⁠fnc,20.389687,kr
spirit,2016 summer,5.5,⁠⁠fnc,20.86684,kr
spirit,2017 spring,5.0,⁠⁠af,23.382454,kr
spirit,2017 summer,3.0,⁠⁠af,23.23961,kr
spirit,2018 spring,2.0,⁠⁠af,23.299221,kr
spirit,2018 summer,3.0,⁠⁠af,,kr
spirit,2019 spring,8.0,⁠⁠af,20.018793,kr
spirit,2020 spring,6.0,⁠⁠af,23.326189,kr
spirit,2020 summer,4.0,⁠⁠af.a,21.70873,kr
spirit,2021 summer,6.0,⁠⁠af,,kr
spirit,2022 spring,5.0,⁠⁠kdf,,kr
cheoni,2022 spring,10.0,⁠⁠hle,,kr
cheoni,2022 summer,10.0,⁠⁠hle,,kr
bono_(kim_gi-beom),2018 spring,8.0,⁠⁠bbq,19.577545,kr
bono_(kim_gi-beom),2018 summer,10.0,⁠⁠bbq,19.373703,kr
bono_(kim_gi-beom),2019 spring,6.0,⁠⁠hle,,kr
bono_(kim_gi-beom),2019 summer,9.0,⁠⁠hle,19.601055,kr
bono_(kim_gi-beom),2020 spring,5.0,⁠⁠kt,20.009937,kr
bono_(kim_gi-beom),2020 summer,4.0,⁠⁠kt,19.827976,kr
nofe,2012 summer,12.5,⁠⁠mvp.b,,kr
nofe,2013 spring,6.5,⁠⁠nj shd,,kr
nofe,2013 summer,6.5,⁠⁠njws,,kr
nofe,2015 spring,2.0,⁠⁠get,,kr
nofe,2015 summer,3.0,⁠⁠koo,,kr
nofe,2016 spring,2.0,⁠⁠rox,,kr
nofe,2016 summer,1.0,⁠⁠rox,,kr
nofe,2017 spring,3.0,⁠⁠edg,,kr
nofe,2017 summer,1.0,⁠⁠edg,,kr
nofe,2018 spring,2.0,⁠⁠edg,,kr
nofe,2018 summer,1.0,⁠⁠edg,,kr
nofe,2019 spring,8.0,⁠⁠af,,kr
nofe,2019 summer,4.0,⁠⁠af,,kr
nofe,2020 spring,8.0,⁠⁠hle,,kr
nofe,2020 summer,9.0,⁠⁠hle,,kr
nofe,2021 summer,13.0,⁠⁠ig,,kr
nofe,2022 spring,3.0,⁠⁠v5,,kr
nofe,2022 summer,4.0,⁠⁠v5,19.56771,kr
raccoon_(hwang_won-jun),2013 summer,6.5,⁠⁠ctu,,kr
polt,2022 spring,1.0,⁠⁠t1,21.184757,kr
polt,2022 summer,2.0,⁠⁠t1,,kr
hoit,2019 spring,4.0,⁠⁠dwg,20.114529,kr
hoit,2019 summer,2.0,⁠⁠dwg,,kr
hoit,2020 spring,5.0,⁠⁠dwg,,kr
hoit,2022 spring,4.0,⁠⁠kdf,21.27919,kr
hoit,2022 summer,7.0,⁠⁠kdf,21.27919,kr
clid,2017 spring,7.5,⁠⁠qgr,21.49715,kr
clid,2017 summer,5.0,⁠⁠jdg,21.623608,kr
clid,2018 spring,7.5,⁠⁠jdg,21.29366,kr
clid,2018 summer,3.0,⁠⁠jdg,22.227245,kr
clid,2019 spring,1.0,⁠⁠skt,22.022093,kr
clid,2019 summer,1.0,⁠⁠skt,21.436487,kr
clid,2020 spring,2.0,⁠⁠gen,22.570503,kr
clid,2020 summer,1.0,⁠⁠gen,21.845062,kr
clid,2021 spring,2.0,⁠⁠gen,20.738367,kr
clid,2021 summer,3.0,⁠⁠gen,21.664295,kr
clid,2022 spring,9.5,⁠⁠fpx,21.446114,kr
clid,2022 summer,7.5,⁠⁠fpx,,kr
clid,2023 spring,4.0,⁠⁠hle,,kr
vicla,2022 spring,7.0,⁠⁠kt,21.461739,kr
vicla,2022 summer,4.0,⁠⁠kt,21.461739,kr
vicla,2023 spring,3.0,⁠⁠fly,20.944027,kr
neulu,2021 summer,5.0,⁠⁠fox b,,kr
yechan,2021 summer,2.0,⁠⁠af.a,,kr
yechan,2022 summer,7.0,⁠⁠kdf.a,,kr
test_sup,2019 spring,8.0,⁠⁠af,20.26728,kr
test_sup,2019 summer,4.0,⁠⁠af,19.973938,kr
test_sup,2022 summer,6.0,⁠⁠t1.r,,kr
gorilla,2013 summer,6.5,⁠⁠njws,,kr
gorilla,2014 spring,2.0,⁠⁠njws,,kr
gorilla,2014 summer,1.0,⁠⁠njws,22.952501,kr
gorilla,2015 spring,2.0,⁠⁠get,22.908665,kr
gorilla,2015 summer,3.0,⁠⁠koo,25.143726,kr
gorilla,2016 spring,2.0,⁠⁠rox,23.512035,kr
gorilla,2016 summer,1.0,⁠⁠rox,23.350636,kr
gorilla,2017 spring,7.0,⁠⁠lz,22.297703,kr
gorilla,2017 summer,1.0,⁠⁠lz,24.688276,kr
gorilla,2018 spring,1.0,⁠⁠kz,22.044544,kr
gorilla,2018 summer,2.0,⁠⁠kz,21.986086,kr
gorilla,2019 spring,8.0,⁠⁠msf,21.865074,kr
gorilla,2019 summer,9.0,⁠⁠msf,21.81646,kr
gorilla,2020 spring,9.0,⁠⁠sb,21.133438,kr
gorilla,2020 summer,7.0,⁠⁠sb,23.16247,kr
gorilla,2023 spring,5.0,⁠⁠dk,,kr
catch_(yun_sang-ho),2015 summer,10.0,⁠⁠ssb,21.706436,kr
whisper_(han_jae-hyeon),2022 summer,7.0,⁠⁠kdf.a,,kr
whisper_(han_jae-hyeon),2023 summer,5.0,⁠⁠kdf.a,,kr
burry,2020 summer,4.0,⁠⁠af.a,,kr
sickness,2020 spring,7.0,⁠⁠apk,,kr
sickness,2020 summer,10.0,⁠⁠sp,,kr
arang,2022 summer,1.0,⁠⁠drx.a,,kr
sup_(moon_sang-hyeok),2022 summer,3.5,⁠⁠kt.a,,kr
allo_(kwon_gi-hoon),2023 summer,5.0,⁠⁠kdf.a,,kr
stardust_(son_seok-hee),2021 summer,1.0,⁠⁠t1,22.40886,kr
mg_(lee_ji-hoon),2021 summer,5.0,⁠⁠fox b,,kr
lospa,2021 summer,4.0,⁠⁠gen.a,,kr
lospa,2022 spring,2.0,⁠⁠gen,,kr
sound,2012 summer,12.5,⁠⁠romg,,kr
sound,2022 summer,3.5,⁠⁠ns.a,,kr
pooh_(lee_jong-hyun),2022 summer,5.0,⁠⁠hle.a,,kr
pooh_(lee_jong-hyun),2023 summer,1.0,⁠⁠hle.a,,kr
ggoni,2012 spring,12.5,⁠⁠litt,,kr
trick,2015 summer,3.0,⁠⁠cj,21.511883,kr
trick,2016 spring,1.0,⁠⁠g2,21.274654,kr
trick,2016 summer,1.0,⁠⁠g2,22.746891,kr
trick,2017 spring,1.0,⁠⁠g2,23.783379,kr
trick,2017 summer,1.0,⁠⁠g2,23.35581,kr
trick,2018 spring,8.0,⁠⁠bbq,26.564186,kr
trick,2018 summer,10.0,⁠⁠bbq,22.91273,kr
trick,2019 summer,3.0,⁠⁠s04,22.823366,kr
trick,2020 spring,9.0,⁠⁠sk,19.614124,kr
trick,2020 summer,6.0,⁠⁠sk,20.605618,kr
save_(im_jin-hyeok),2017 summer,2.0,⁠⁠bkt,,kr
smallbrain,2012 spring,12.5,⁠⁠xd,,kr
umti,2017 spring,9.0,⁠⁠jag,,kr
umti,2017 summer,6.0,⁠⁠jag,20.609715,kr
umti,2018 spring,7.0,⁠⁠jag,20.030136,kr
umti,2018 summer,8.0,⁠⁠jag,21.057037,kr
umti,2019 spring,9.0,⁠⁠kt,,kr
umti,2019 summer,8.0,⁠⁠kt,20.307007,kr
umti,2021 spring,10.0,⁠⁠bro,20.478176,kr
umti,2021 summer,9.0,⁠⁠bro,20.448067,kr
umti,2022 spring,6.0,⁠⁠bro,19.628666,kr
umti,2022 summer,9.0,⁠⁠bro,18.802206,kr
umti,2023 spring,8.0,⁠⁠bro,,kr
kiin,2017 summer,10.0,⁠⁠eew,,kr
kiin,2018 spring,2.0,⁠⁠af,20.382175,kr
kiin,2018 summer,3.0,⁠⁠af,21.940697,kr
kiin,2019 spring,8.0,⁠⁠af,20.104002,kr
kiin,2019 summer,4.0,⁠⁠af,20.559162,kr
kiin,2020 spring,6.0,⁠⁠af,20.302856,kr
kiin,2020 summer,3.0,⁠⁠af,19.863304,kr
kiin,2021 spring,9.0,⁠⁠af,20.340694,kr
kiin,2021 summer,6.0,⁠⁠af,20.379719,kr
kiin,2022 spring,4.0,⁠⁠kdf,,kr
kiin,2022 summer,7.0,⁠⁠kdf,19.565977,kr
kiin,2023 spring,3.0,⁠⁠kt,19.032475,kr
duke_(lee_ho-seong),2014 spring,6.5,⁠⁠kt.b,,kr
duke_(lee_ho-seong),2014 summer,6.5,⁠⁠njbs,,kr
duke_(lee_ho-seong),2015 spring,6.0,⁠⁠njf,21.57111,kr
duke_(lee_ho-seong),2015 summer,4.0,⁠⁠njf,22.300104,kr
duke_(lee_ho-seong),2016 spring,1.0,⁠⁠skt,22.27135,kr
duke_(lee_ho-seong),2016 summer,3.0,⁠⁠skt,23.233438,kr
duke_(lee_ho-seong),2017 spring,7.5,⁠⁠ig,21.571907,kr
duke_(lee_ho-seong),2017 summer,3.0,⁠⁠ig,22.592651,kr
duke_(lee_ho-seong),2018 spring,4.0,⁠⁠ig,,kr
duke_(lee_ho-seong),2018 summer,2.0,⁠⁠ig,23.158932,kr
duke_(lee_ho-seong),2019 spring,2.0,⁠⁠ig,23.092772,kr
duke_(lee_ho-seong),2019 summer,7.5,⁠⁠ig,,kr
duke_(lee_ho-seong),2023 spring,13.0,⁠⁠nip,23.304047,kr
peter_(jeong_yoon-su),2020 summer,2.0,⁠⁠ns.a,,kr
peter_(jeong_yoon-su),2022 spring,8.0,⁠⁠ns,24.539955,kr
peter_(jeong_yoon-su),2022 summer,8.0,⁠⁠ns,24.539955,kr
peter_(jeong_yoon-su),2023 spring,10.0,⁠⁠ns,,kr
woong_(kim_sun-woong),2021 summer,5.0,⁠⁠dk.a,,kr
woong_(kim_sun-woong),2023 summer,3.0,⁠⁠dk.a,,kr
dal,2021 summer,4.0,⁠⁠t1.r,,kr
dal,2022 summer,6.0,⁠⁠t1.r,,kr
mangja,2021 summer,6.0,⁠⁠sfou,,kr
sikhye,2020 summer,5.0,⁠⁠asp.a,,kr
hyun_(park_hyeon-woo),2022 summer,3.5,⁠⁠kt.a,,kr
decky,2021 summer,7.0,⁠⁠conu,21.69407,kr
zzk_(kwon_hee-won),2021 summer,1.0,⁠⁠sek,,kr
noblesse,2021 spring,6.0,⁠⁠ns,19.970104,kr
river_(kim_dong-woo),2022 spring,7.0,⁠⁠dig,20.662344,kr
river_(kim_dong-woo),2022 summer,7.5,⁠⁠gg,21.332752,kr
river_(kim_dong-woo),2023 spring,2.0,⁠⁠gg,21.926876,kr
sive,2021 summer,2.0,⁠⁠af.a,,kr
sunriver,2012 spring,6.5,⁠⁠mkz,,kr
